"time";"timer";"currentTransformerTransformationRatio";"constMeterImpsNum";"queueSizeCalcMeterAccuracy";"meterSerialNum";"pzemVoltage1";"pzemVoltage2";"pzemVoltage3";"pzemCurrent1";"pzemCurrent2";"pzemCurrent3";"pzemPower1";"pzemPower2";"pzemPower3";"pzemEnergy1";"pzemEnergy2";"pzemEnergy3";"pzemFrequency1";"pzemFrequency2";"pzemFrequency3";"pzemPowerFactor1";"pzemPowerFactor2";"pzemPowerFactor3";"pzemFullCurrent";"pzemFullPower";"pzemFullEnergy";"kyImpsMeter";"impsPeriodMeter";"calcMeterPower";"calcMeterAccuracy"
"2025/1/21 16:13:16 ";"00:01:56,2";"1";"1000";"1";"";"226,70";"236,00";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,03";"29";"3,93";"0,92";"0,48"
"2025/1/21 16:13:17 ";"00:01:57,2";"1";"1000";"1";"";"226,70";"236,00";"231,40";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"30";"3,92";"0,92";"-0,02"
"2025/1/21 16:13:18 ";"00:01:58,2";"1";"1000";"1";"";"226,60";"236,00";"231,40";"3,91";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,22";"0,92";"0,03";"30";"3,92";"0,92";"-0,02"
"2025/1/21 16:13:19 ";"00:01:59,2";"1";"1000";"1";"";"226,60";"236,00";"231,50";"3,91";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"30";"3,92";"0,92";"-0,02"
"2025/1/21 16:13:20 ";"00:02:0,2";"1";"1000";"1";"";"226,60";"236,00";"231,40";"3,91";"0,04";"0,29";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,03";"30";"3,92";"0,92";"-0,02"
"2025/1/21 16:13:21 ";"00:02:1,2";"1";"1000";"1";"";"226,60";"235,90";"231,40";"3,91";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,23";"0,92";"0,03";"31";"3,94";"0,91";"0,51"
"2025/1/21 16:13:22 ";"00:02:2,2";"1";"1000";"1";"";"226,60";"236,00";"231,40";"3,91";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"31";"3,94";"0,91";"0,51"
"2025/1/21 16:13:23 ";"00:02:3,3";"1";"1000";"1";"";"226,60";"236,00";"231,30";"3,91";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,22";"0,92";"0,03";"31";"3,94";"0,91";"0,51"
"2025/1/21 16:13:24 ";"00:02:4,2";"1";"1000";"1";"";"226,70";"236,00";"231,40";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,03";"31";"3,94";"0,91";"0,51"
"2025/1/21 16:13:25 ";"00:02:5,2";"1";"1000";"1";"";"226,60";"236,00";"231,30";"3,91";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,23";"0,92";"0,03";"32";"3,93";"0,92";"0,32"
"2025/1/21 16:13:26 ";"00:02:6,2";"1";"1000";"1";"";"226,60";"235,90";"231,40";"3,91";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"32";"3,93";"0,92";"0,32"
"2025/1/21 16:13:27 ";"00:02:7,2";"1";"1000";"1";"";"226,60";"236,00";"231,40";"3,91";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"32";"3,93";"0,92";"0,32"
"2025/1/21 16:13:28 ";"00:02:8,2";"1";"1000";"1";"";"226,60";"236,00";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,03";"32";"3,93";"0,92";"0,32"
"2025/1/21 16:13:29 ";"00:02:9,2";"1";"1000";"1";"";"226,80";"236,00";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,03";"33";"3,94";"0,91";"0,63"
"2025/1/21 16:13:30 ";"00:02:10,2";"1";"1000";"1";"";"226,90";"236,00";"231,20";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"33";"3,94";"0,91";"0,63"
"2025/1/21 16:13:31 ";"00:02:11,2";"1";"1000";"1";"";"226,90";"236,20";"231,20";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"33";"3,94";"0,91";"0,63"
"2025/1/21 16:13:32 ";"00:02:12,2";"1";"1000";"1";"";"227,30";"236,20";"230,90";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,03";"33";"3,94";"0,91";"0,63"
"2025/1/21 16:13:33 ";"00:02:13,2";"1";"1000";"1";"";"227,10";"236,20";"230,90";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,03";"34";"3,91";"0,92";"0,24"
"2025/1/21 16:13:34 ";"00:02:14,2";"1";"1000";"1";"";"227,00";"236,10";"230,90";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"34";"3,91";"0,92";"0,24"
"2025/1/21 16:13:35 ";"00:02:15,2";"1";"1000";"1";"";"227,10";"236,20";"230,80";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,03";"34";"3,91";"0,92";"0,24"
"2025/1/21 16:13:36 ";"00:02:16,2";"1";"1000";"1";"";"227,10";"236,20";"230,80";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,03";"35";"3,97";"0,91";"1,64"
"2025/1/21 16:13:37 ";"00:02:17,2";"1";"1000";"1";"";"227,40";"236,10";"230,40";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,03";"35";"3,97";"0,91";"1,64"
"2025/1/21 16:13:38 ";"00:02:18,2";"1";"1000";"1";"";"227,40";"236,10";"230,40";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"35";"3,97";"0,91";"1,64"
"2025/1/21 16:13:39 ";"00:02:19,2";"1";"1000";"1";"";"227,40";"236,10";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"35";"3,97";"0,91";"1,64"
"2025/1/21 16:13:40 ";"00:02:20,2";"1";"1000";"1";"";"227,40";"236,20";"230,60";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"36";"3,88";"0,93";"-0,42"
"2025/1/21 16:13:41 ";"00:02:21,2";"1";"1000";"1";"";"227,40";"236,20";"230,60";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,92";"0,04";"36";"3,88";"0,93";"-0,42"
"2025/1/21 16:13:42 ";"00:02:22,2";"1";"1000";"1";"";"227,40";"236,20";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"36";"3,88";"0,93";"-0,42"
"2025/1/21 16:13:43 ";"00:02:23,2";"1";"1000";"1";"";"227,30";"236,00";"230,40";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"36";"3,88";"0,93";"-0,42"
"2025/1/21 16:13:44 ";"00:02:24,2";"1";"1000";"1";"";"227,30";"236,10";"230,40";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"37";"3,89";"0,93";"-0,18"
"2025/1/21 16:13:45 ";"00:02:25,2";"1";"1000";"1";"";"227,30";"236,10";"230,40";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"37";"3,89";"0,93";"-0,18"
"2025/1/21 16:13:46 ";"00:02:26,2";"1";"1000";"1";"";"227,40";"235,90";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"37";"3,89";"0,93";"-0,18"
"2025/1/21 16:13:47 ";"00:02:27,2";"1";"1000";"1";"";"227,30";"235,90";"230,30";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"37";"3,89";"0,93";"-0,18"
"2025/1/21 16:13:48 ";"00:02:28,2";"1";"1000";"1";"";"227,50";"236,00";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,93";"0,04";"38";"3,91";"0,92";"0,60"
"2025/1/21 16:13:49 ";"00:02:29,2";"1";"1000";"1";"";"227,50";"236,20";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"38";"3,91";"0,92";"0,60"
"2025/1/21 16:13:50 ";"00:02:30,2";"1";"1000";"1";"";"227,60";"236,20";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,04";"38";"3,91";"0,92";"0,60"
"2025/1/21 16:13:51 ";"00:02:31,2";"1";"1000";"1";"";"227,60";"236,20";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,04";"38";"3,91";"0,92";"0,60"
"2025/1/21 16:13:52 ";"00:02:32,2";"1";"1000";"1";"";"227,50";"236,20";"230,50";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,04";"39";"3,90";"0,92";"0,45"
"2025/1/21 16:13:53 ";"00:02:33,2";"1";"1000";"1";"";"227,50";"236,20";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"39";"3,90";"0,92";"0,45"
"2025/1/21 16:13:54 ";"00:02:34,2";"1";"1000";"1";"";"227,50";"236,20";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"39";"3,90";"0,92";"0,45"
"2025/1/21 16:13:55 ";"00:02:35,2";"1";"1000";"1";"";"227,60";"236,30";"230,60";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,45";"4,26";"0,93";"0,04";"39";"3,90";"0,92";"0,45"
"2025/1/21 16:13:56 ";"00:02:36,2";"1";"1000";"1";"";"227,60";"236,30";"230,50";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,04";"40";"3,91";"0,92";"0,77"
"2025/1/21 16:13:57 ";"00:02:37,2";"1";"1000";"1";"";"227,60";"236,30";"230,50";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,04";"40";"3,91";"0,92";"0,77"
"2025/1/21 16:13:58 ";"00:02:38,2";"1";"1000";"1";"";"227,60";"236,30";"230,60";"3,93";"0,04";"0,27";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"4,25";"0,92";"0,04";"40";"3,91";"0,92";"0,77"
"2025/1/21 16:13:59 ";"00:02:39,2";"1";"1000";"1";"";"227,60";"236,40";"230,60";"3,93";"0,04";"0,27";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,04";"40";"3,91";"0,92";"0,77"
"2025/1/21 16:14:0 ";"00:02:40,2";"1";"1000";"1";"";"227,60";"236,40";"230,60";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,93";"0,04";"41";"3,90";"0,92";"0,32"
"2025/1/21 16:14:1 ";"00:02:41,2";"1";"1000";"1";"";"227,60";"236,40";"230,50";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,04";"41";"3,90";"0,92";"0,32"
"2025/1/21 16:14:2 ";"00:02:42,2";"1";"1000";"1";"";"227,70";"236,30";"230,60";"3,93";"0,04";"0,27";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,93";"0,04";"41";"3,90";"0,92";"0,32"
"2025/1/21 16:14:3 ";"00:02:43,2";"1";"1000";"1";"";"227,70";"236,30";"230,60";"3,93";"0,04";"0,27";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,93";"0,04";"41";"3,90";"0,92";"0,32"
"2025/1/21 16:14:4 ";"00:02:44,2";"1";"1000";"1";"";"227,50";"236,20";"230,50";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,04";"42";"3,91";"0,92";"0,60"
"2025/1/21 16:14:5 ";"00:02:45,2";"1";"1000";"1";"";"227,30";"236,20";"230,90";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,04";"42";"3,91";"0,92";"0,60"
"2025/1/21 16:14:6 ";"00:02:46,2";"1";"1000";"1";"";"227,10";"236,20";"231,40";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,04";"42";"3,91";"0,92";"0,60"
"2025/1/21 16:14:7 ";"00:02:47,2";"1";"1000";"1";"";"227,00";"236,20";"231,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,04";"42";"3,91";"0,92";"0,60"
"2025/1/21 16:14:8 ";"00:02:48,2";"1";"1000";"1";"";"227,00";"236,30";"231,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,04";"43";"3,92";"0,92";"0,24"
"2025/1/21 16:14:9 ";"00:02:49,2";"1";"1000";"1";"";"227,10";"236,30";"231,40";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,04";"43";"3,92";"0,92";"0,24"
"2025/1/21 16:14:10 ";"00:02:50,2";"1";"1000";"1";"";"227,10";"236,30";"231,40";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,04";"43";"3,92";"0,92";"0,24"
"2025/1/21 16:14:11 ";"00:02:51,2";"1";"1000";"1";"";"227,00";"236,20";"231,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,04";"43";"3,92";"0,92";"0,24"
"2025/1/21 16:14:12 ";"00:02:52,2";"1";"1000";"1";"";"227,00";"236,30";"231,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,04";"44";"3,91";"0,92";"0,12"
"2025/1/21 16:14:13 ";"00:02:53,3";"1";"1000";"1";"";"227,00";"236,20";"231,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,04";"44";"3,91";"0,92";"0,12"
"2025/1/21 16:14:14 ";"00:02:54,2";"1";"1000";"1";"";"227,10";"236,20";"231,30";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,26";"0,92";"0,04";"44";"3,91";"0,92";"0,12"
"2025/1/21 16:14:15 ";"00:02:55,2";"1";"1000";"1";"";"227,00";"236,20";"231,30";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,92";"0,04";"44";"3,91";"0,92";"0,12"
"2025/1/21 16:14:16 ";"00:02:56,2";"1";"1000";"1";"";"227,20";"236,10";"231,10";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,04";"45";"3,91";"0,92";"0,58"
"2025/1/21 16:14:17 ";"00:02:57,2";"1";"1000";"1";"";"227,20";"236,20";"231,10";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,04";"45";"3,91";"0,92";"0,58"
"2025/1/21 16:14:18 ";"00:02:58,2";"1";"1000";"1";"";"227,10";"236,30";"231,20";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,04";"45";"3,91";"0,92";"0,58"
"2025/1/21 16:14:19 ";"00:02:59,2";"1";"10000";"1";"";"227,10";"236,30";"231,20";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,04";"46";"3,91";"0,92";"0,33"
"2025/1/21 16:14:20 ";"00:03:0,2";"1";"10000";"1";"";"227,20";"236,30";"231,20";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,04";"46";"3,91";"0,92";"0,33"
"2025/1/21 16:14:21 ";"00:03:1,3";"1";"10000";"1";"";"227,20";"236,30";"231,20";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,04";"46";"3,91";"0,92";"0,33"
"2025/1/21 16:14:22 ";"00:03:2,2";"1";"10000";"1";"";"227,20";"236,30";"231,20";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"46";"3,91";"0,92";"0,33"
"2025/1/21 16:14:23 ";"00:03:3,2";"1";"10000";"1";"";"227,20";"236,30";"231,10";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,92";"0,05";"47";"3,93";"0,09";"90,08"
"2025/1/21 16:14:24 ";"00:03:4,2";"1";"10000";"1";"";"227,00";"236,20";"231,20";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,27";"0,92";"0,05";"47";"3,93";"0,09";"90,08"
"2025/1/21 16:14:25 ";"00:03:5,2";"1";"10000";"1";"";"226,90";"236,30";"231,30";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,05";"47";"3,93";"0,09";"90,08"
"2025/1/21 16:14:26 ";"00:03:6,2";"1";"10000";"1";"";"226,90";"236,40";"231,30";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,05";"47";"3,93";"0,09";"90,08"
"2025/1/21 16:14:27 ";"00:03:7,2";"1";"10000";"1";"";"227,00";"236,40";"231,40";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,05";"48";"3,90";"0,09";"89,98"
"2025/1/21 16:14:28 ";"00:03:8,2";"1";"10000";"1";"";"227,00";"236,40";"231,40";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,05";"48";"3,90";"0,09";"89,98"
"2025/1/21 16:14:29 ";"00:03:9,2";"1";"10000";"1";"";"227,00";"236,40";"231,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,47";"4,25";"0,92";"0,05";"48";"3,90";"0,09";"89,98"
"2025/1/21 16:14:30 ";"00:03:10,2";"1";"10000";"1";"";"227,00";"236,30";"231,20";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,24";"0,92";"0,05";"48";"3,90";"0,09";"89,98"
"2025/1/21 16:14:31 ";"00:03:11,2";"1";"10000";"1";"";"227,00";"236,10";"231,20";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,05";"49";"3,92";"0,09";"90,04"
"2025/1/21 16:14:32 ";"00:03:12,2";"1";"10000";"1";"";"226,90";"236,10";"231,40";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,25";"0,92";"0,05";"49";"3,92";"0,09";"90,04"
"2025/1/21 16:14:33 ";"00:03:13,2";"1";"10000";"1";"";"226,80";"236,10";"231,60";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,25";"0,92";"0,05";"49";"3,92";"0,09";"90,04"
"2025/1/21 16:14:34 ";"00:03:14,2";"1";"10000";"1";"";"226,70";"236,00";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,05";"49";"3,92";"0,09";"90,04"
"2025/1/21 16:14:35 ";"00:03:15,2";"1";"10000";"1";"";"226,70";"235,90";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,05";"50";"3,92";"0,09";"90,02"
"2025/1/21 16:14:36 ";"00:03:16,2";"1";"10000";"1";"";"226,80";"235,90";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,05";"50";"3,92";"0,09";"90,02"
"2025/1/21 16:14:37 ";"00:03:17,2";"1";"10000";"1";"";"226,70";"235,90";"231,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"50";"3,92";"0,09";"90,02"
"2025/1/21 16:14:38 ";"00:03:18,2";"1";"10000";"1";"";"226,70";"235,60";"232,00";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,05";"50";"3,92";"0,09";"90,02"
"2025/1/21 16:14:39 ";"00:03:19,2";"1";"10000";"1";"";"226,70";"235,80";"231,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"51";"3,93";"0,09";"90,03"
